City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
MELBOURNE,GOLD COAST,36678,49573,352,79.4,1330,65932090,83045200,62440,2000,6
MELBOURNE,MILDURA,36678,9676,399,68.6,457,4421932,6448270,14110,2000,6
MELBOURNE,NEWCASTLE,36678,4532,216,58,836,3788752,6527488,7808,2000,6
MELBOURNE,PERTH,36678,75819,609,76.9,2706,205166214,266922546,98641,2000,6
MELBOURNE,SYDNEY,36678,465074,3475,70.9,706,328342244,463361920,656320,2000,6
PERTH,PORT HEDLAND,36678,6773,124,73.42801388,1312,8886176,12101888,9224,2000,6
PERTH,SYDNEY,36678,77554,650,73.1,3284,254687336,348576896,106144,2000,6
SUNSHINE COAST,MELBOURNE,36678,2948,32,75.9,1454,4286392,5648790,3885,2000,6
SUNSHINE COAST,SYDNEY,36678,10267,109,78.1,837,8593479,10997343,13139,2000,6
SYDNEY,WAGGA WAGGA,36678,9813,421,66.8,367,3601371,5390863,14689,2000,6
ADELAIDE,ALICE SPRINGS,36708,14232,123,88.7,1316,18729312,21121800,16050,2000,7
ADELAIDE,BRISBANE,36708,18054,162,85.8,1622,29283588,34115526,21033,2000,7
ADELAIDE,CANBERRA,36708,8134,157,59.1,972,7906248,13371804,13757,2000,7
ADELAIDE,DARWIN,36708,15129,141,90.2,2619,39622851,43944201,16779,2000,7
ADELAIDE,MELBOURNE,36708,112694,1220,72.4,643,72462242,100059802,155614,2000,7
ADELAIDE,PERTH,36708,29087,358,64.9,2120,61664440,94946320,44786,2000,7
ADELAIDE,PORT LINCOLN,36708,8007,497,65,246,1969722,3029244,12314,2000,7
ADELAIDE,SYDNEY,36708,98715,1070,71.7,1167,115200405,160672560,137680,2000,7
ALBURY,SYDNEY,36708,10244,458,63.9,452,4630288,7245560,16030,2000,7
ALICE SPRINGS,DARWIN,36708,18171,186,89.9,1305,23713155,26366220,20204,2000,7
ALICE SPRINGS,SYDNEY,36708,14571,124,90.1,2022,29462562,32715960,16180,2000,7
BALLINA,SYDNEY,36708,7785,497,44.3,612,4764420,10747332,17561,2000,7
BRISBANE,CAIRNS,36708,95597,778,81,1391,132975427,164076796,117956,2000,7
BRISBANE,CANBERRA,36708,22178,424,81.5,956,21202168,26012760,27210,2000,7
BRISBANE,DARWIN,36708,16305,141,84.1,2852,46501860,55291724,19387,2000,7
BRISBANE,HAMILTON ISLAND,36708,8090,143,61.4,888,7183920,11694072,13169,2000,7
BRISBANE,MACKAY,36708,18020,364,61.9,797,14361940,23183933,29089,2000,7
BRISBANE,MELBOURNE,36708,149225,1468,79.7,1381,206079725,258581202,187242,2000,7
BRISBANE,NEWCASTLE,36708,4542,333,46,614,2788788,6062636,9874,2000,7
BRISBANE,PERTH,36708,5236,60,63,3615,18928140,30029805,8307,2000,7
BRISBANE,PROSERPINE,36708,6646,130,68.9,895,5948170,8627800,9640,2000,7
BRISBANE,ROCKHAMPTON,36708,20924,420,66.4,518,10838632,16318036,31502,2000,7
BRISBANE,SYDNEY,36708,299634,2188,78.6,753,225624402,286998420,381140,2000,7
BRISBANE,TOWNSVILLE,36708,47781,484,79.8,1112,53132472,66555424,59852,2000,7
BROOME,PERTH,36708,14708,230,89.6,1677,24665316,27539694,16422,2000,7
CAIRNS,MELBOURNE,36708,6131,46,91,2311,14168741,15564585,6735,2000,7
CAIRNS,SYDNEY,36708,71580,426,84.7,1971,141084180,166583007,84517,2000,7
CAIRNS,TOWNSVILLE,36708,12230,559,62.12852426,284,3473320,5590540,19685,2000,7
CANBERRA,MELBOURNE,36708,60571,893,66.7,470,28468370,42689630,90829,2000,7
CANBERRA,SYDNEY,36708,77672,2653,64.7,236,18330592,28333452,120057,2000,7
COFFS HARBOUR,SYDNEY,36708,13578,596,63.9,443,6015054,9410206,21242,2000,7
DARWIN,SYDNEY,36708,17173,162,84.5,3155,54180815,64093825,20315,2000,7
DEVONPORT,MELBOURNE,36708,9121,432,59.6,412,3757852,6306484,15307,2000,7
DUBBO,SYDNEY,36708,9942,522,55.1,310,3082020,5595500,18050,2000,7
GOLD COAST,SYDNEY,36708,101496,819,80.6,680,69017280,85633080,125931,2000,7
HOBART,MELBOURNE,36708,54163,927,68,618,33472734,49251510,79695,2000,7
HOBART,SYDNEY,36708,8819,175,56,1039,9162941,16368406,15754,2000,7
KALGOORLIE,PERTH,36708,14734,337,55,538,7926892,14408178,26781,2000,7
KARRATHA,PERTH,36708,12939,276,57.5,1250,16173750,28152500,22522,2000,7
LAUNCESTON,MELBOURNE,36708,29380,791,61.6,476,13984880,22718052,47727,2000,7
LAUNCESTON,SYDNEY,36708,3597,79,59.9,914,3287658,5484914,6001,2000,7
MELBOURNE,BURNIE,36708,6711,352,54,378,2536758,4700052,12434,2000,7
MELBOURNE,GOLD COAST,36708,43555,328,75.3,1330,57928150,76879320,57804,2000,7
MELBOURNE,MILDURA,36708,9460,404,66.5,457,4323220,6497169,14217,2000,7
MELBOURNE,NEWCASTLE,36708,4136,224,50.9,836,3457696,6795008,8128,2000,7
MELBOURNE,PERTH,36708,76538,635,75.3,2706,207111828,275211024,101704,2000,7
MELBOURNE,SYDNEY,36708,476947,3688,70.4,706,336724582,478003654,677059,2000,7
PERTH,PORT HEDLAND,36708,6635,129,70.12259565,1312,8705120,12414144,9462,2000,7
PERTH,SYDNEY,36708,81869,667,74.7,3284,268857796,359729360,109540,2000,7
SUNSHINE COAST,MELBOURNE,36708,3195,38,69.1,1454,4645530,6726204,4626,2000,7
SUNSHINE COAST,SYDNEY,36708,10084,102,81.4,837,8440308,10369593,12389,2000,7
SYDNEY,WAGGA WAGGA,36708,9193,427,61.7,367,3373831,5469034,14902,2000,7
ADELAIDE,ALICE SPRINGS,36739,14620,124,89.6,1316,19239920,21467908,16313,2000,8
ADELAIDE,BRISBANE,36739,18575,168,85.4,1622,30128650,35270390,21745,2000,8
ADELAIDE,CANBERRA,36739,9543,175,62.2,972,9275796,14909508,15339,2000,8
ADELAIDE,DARWIN,36739,15231,142,90.2,2619,39889989,44242767,16893,2000,8
ADELAIDE,MELBOURNE,36739,117022,1264,73,643,75245146,103132056,160392,2000,8
ADELAIDE,PERTH,36739,29786,364,65.1,2120,63146320,96926400,45720,2000,8
ADELAIDE,PORT LINCOLN,36739,7593,502,60.9,246,1867878,3066144,12464,2000,8
ADELAIDE,SYDNEY,36739,98899,1092,70.2,1167,115415133,164392956,140868,2000,8
ALBURY,SYDNEY,36739,12360,589,59.5,452,5586720,9387136,20768,2000,8
ALICE SPRINGS,DARWIN,36739,18173,186,89.4,1305,23715765,26542395,20339,2000,8
ALICE SPRINGS,SYDNEY,36739,14432,124,88.6,2022,29181504,32946468,16294,2000,8
BALLINA,SYDNEY,36739,7840,507,43.4,612,4798080,11066184,18082,2000,8
BRISBANE,CAIRNS,36739,100215,765,86.1,1391,139399065,161902663,116393,2000,8
BRISBANE,CANBERRA,36739,21707,433,77.3,956,20751892,26850216,28086,2000,8
BRISBANE,DARWIN,36739,18174,142,80.6,2852,51832248,64326860,22555,2000,8
BRISBANE,HAMILTON ISLAND,36739,10038,155,67.5,888,8913744,13209000,14875,2000,8
BRISBANE,MACKAY,36739,18238,336,67.9,797,14535686,21393074,26842,2000,8
BRISBANE,MELBOURNE,36739,156374,1514,81.8,1381,215952494,263896671,191091,2000,8
BRISBANE,NEWCASTLE,36739,4959,364,49.1,614,3044826,6200172,10098,2000,8
BRISBANE,PERTH,36739,4410,54,59.7,3615,15942150,26689545,7383,2000,8
BRISBANE,PROSERPINE,36739,7004,121,78.8,895,6268580,7956550,8890,2000,8
BRISBANE,ROCKHAMPTON,36739,22380,432,69.8,518,11592840,16606562,32059,2000,8
BRISBANE,SYDNEY,36739,316419,2239,79.3,753,238263507,300550914,399138,2000,8
BRISBANE,TOWNSVILLE,36739,45858,473,77.1,1112,50994096,66102840,59445,2000,8
BROOME,PERTH,36739,14703,237,86.5,1677,24656931,28500615,16995,2000,8
CAIRNS,MELBOURNE,36739,5100,36,95.3,2311,11786100,12368472,5352,2000,8
CAIRNS,SYDNEY,36739,70329,401,87.7,1971,138618459,157995360,80160,2000,8
CAIRNS,TOWNSVILLE,36739,11757,578,57.46053468,284,3338988,5810924,20461,2000,8
CANBERRA,MELBOURNE,36739,65698,904,71.1,470,30878060,43401680,92344,2000,8
CANBERRA,SYDNEY,36739,85749,2627,70.4,236,20236764,28729932,121737,2000,8
COFFS HARBOUR,SYDNEY,36739,13632,614,62.1,443,6038976,9719863,21941,2000,8
DARWIN,SYDNEY,36739,16515,156,84.4,3155,52104825,61765435,19577,2000,8
DEVONPORT,MELBOURNE,36739,9442,432,61.7,412,3890104,6305248,15304,2000,8
DUBBO,SYDNEY,36739,10790,535,57.9,310,3344900,5777470,18637,2000,8
GOLD COAST,SYDNEY,36739,98412,783,82.8,680,66920160,80807120,118834,2000,8
HOBART,MELBOURNE,36739,58592,904,75.1,618,36209856,48202146,77997,2000,8
HOBART,SYDNEY,36739,9334,171,61.1,1039,9698026,15870725,15275,2000,8
KALGOORLIE,PERTH,36739,15094,342,55.8,538,8120572,14548596,27042,2000,8
KARRATHA,PERTH,36739,12798,286,54.8,1250,15997500,29187500,23350,2000,8
LAUNCESTON,MELBOURNE,36739,29691,787,62.7,476,14132916,22531460,47335,2000,8
LAUNCESTON,SYDNEY,36739,3531,77,60.3,914,3227334,5347814,5851,2000,8
MELBOURNE,BURNIE,36739,6488,350,52.5,378,2452464,4672080,12360,2000,8
MELBOURNE,GOLD COAST,36739,50758,348,82.1,1330,67508140,82272470,61859,2000,8
MELBOURNE,MILDURA,36739,9624,418,65.3,457,4398168,6740293,14749,2000,8
MELBOURNE,NEWCASTLE,36739,4124,243,51.3,836,3447664,6724784,8044,2000,8
MELBOURNE,PERTH,36739,73488,632,71.3,2706,198858528,278942598,103083,2000,8
MELBOURNE,SYDNEY,36739,519409,3836,72.9,706,366702754,502704476,712046,2000,8
PERTH,PORT HEDLAND,36739,6839,133,67.97535036,1312,8972768,13200032,10061,2000,8
PERTH,SYDNEY,36739,76157,664,68.9,3284,250099588,363226820,110605,2000,8
SUNSHINE COAST,MELBOURNE,36739,3192,32,81.8,1454,4641168,5670600,3900,2000,8
SUNSHINE COAST,SYDNEY,36739,9363,96,78.6,837,7836831,9974529,11917,2000,8
SYDNEY,WAGGA WAGGA,36739,9848,430,65.5,367,3614216,5515643,15029,2000,8
ADELAIDE,ALICE SPRINGS,36770,13474,121,88,1316,17731784,20150592,15312,2000,9
ADELAIDE,BRISBANE,36770,20149,167,93.4,1622,32681678,35002760,21580,2000,9
ADELAIDE,CANBERRA,36770,10274,157,75.1,972,9986328,13304736,13688,2000,9
ADELAIDE,DARWIN,36770,14137,137,87.1,2619,37024803,42506370,16230,2000,9
ADELAIDE,MELBOURNE,36770,123422,1181,81.7,643,79360346,97107146,151022,2000,9
ADELAIDE,PERTH,36770,38744,354,84.9,2120,82137280,96735600,45630,2000,9
ADELAIDE,PORT LINCOLN,36770,8358,488,69.4,246,2056068,2964300,12050,2000,9
ADELAIDE,SYDNEY,36770,102834,1072,74.4,1167,120007278,161305074,138222,2000,9
ALBURY,SYDNEY,36770,12912,566,64.2,452,5836224,9096952,20126,2000,9
ALICE SPRINGS,DARWIN,36770,15306,181,82.2,1305,19974330,24289965,18613,2000,9
ALICE SPRINGS,SYDNEY,36770,12399,126,77.3,2022,25070778,32430858,16039,2000,9
BALLINA,SYDNEY,36770,8371,483,48.6,612,5123052,10542924,17227,2000,9
BRISBANE,CAIRNS,36770,89739,737,85.4,1391,124826949,146159325,105075,2000,9
BRISBANE,CANBERRA,36770,24752,431,86.1,956,23662912,27488824,28754,2000,9
BRISBANE,DARWIN,36770,16066,135,79.6,2852,45820232,57539100,20175,2000,9
BRISBANE,HAMILTON ISLAND,36770,12413,171,79.2,888,11022744,13921176,15677,2000,9
BRISBANE,MACKAY,36770,18111,334,72,797,14434467,20045347,25151,2000,9
BRISBANE,MELBOURNE,36770,181972,1573,89.2,1381,251303332,281798574,204054,2000,9
BRISBANE,NEWCASTLE,36770,5668,331,59.6,614,3480152,5836684,9506,2000,9
BRISBANE,PERTH,36770,6670,56,85.7,3615,24112050,28142775,7785,2000,9
BRISBANE,PROSERPINE,36770,7469,124,76,895,6684755,8795165,9827,2000,9
BRISBANE,ROCKHAMPTON,36770,21048,404,70,518,10902864,15585584,30088,2000,9
BRISBANE,SYDNEY,36770,389187,2840,82.9,753,293057811,353342238,469246,2000,9
BRISBANE,TOWNSVILLE,36770,48976,467,82.4,1112,54461312,66068368,59414,2000,9
BROOME,PERTH,36770,14428,227,88.3,1677,24195756,27408888,16344,2000,9
CAIRNS,MELBOURNE,36770,5584,41,93.3,2311,12904624,13835957,5987,2000,9
CAIRNS,SYDNEY,36770,67309,406,80.6,1971,132666039,164696760,83560,2000,9
CAIRNS,TOWNSVILLE,36770,11269,556,57.37780041,284,3200396,5577760,19640,2000,9
CANBERRA,MELBOURNE,36770,63580,870,72,470,29882600,41487370,88271,2000,9
CANBERRA,SYDNEY,36770,78717,2430,68.4,236,18577212,27159824,115084,2000,9
COFFS HARBOUR,SYDNEY,36770,12670,580,60.8,443,5612810,9229462,20834,2000,9
DARWIN,SYDNEY,36770,14623,148,79,3155,46135565,58411670,18514,2000,9
DEVONPORT,MELBOURNE,36770,10159,416,68.6,412,4185508,6103368,14814,2000,9
DUBBO,SYDNEY,36770,9551,444,61.1,310,2960810,4849640,15644,2000,9
GOLD COAST,SYDNEY,36770,105638,809,87.2,680,71833840,82336440,121083,2000,9
HOBART,MELBOURNE,36770,66879,921,83.2,618,41331222,49687200,80400,2000,9
HOBART,SYDNEY,36770,11801,192,64.7,1039,12261239,18962789,18251,2000,9
KALGOORLIE,PERTH,36770,19806,336,74.1,538,10655628,14372132,26714,2000,9
KARRATHA,PERTH,36770,15336,264,70.9,1250,19170000,27045000,21636,2000,9
LAUNCESTON,MELBOURNE,36770,38629,796,80.4,476,18387404,22866564,48039,2000,9
LAUNCESTON,SYDNEY,36770,6026,103,77,914,5507764,7154792,7828,2000,9
MELBOURNE,BURNIE,36770,7877,334,66.8,378,2977506,4457754,11793,2000,9
MELBOURNE,GOLD COAST,36770,51215,325,90.9,1330,68115950,74933530,56341,2000,9
MELBOURNE,MILDURA,36770,9429,401,66.8,457,4309053,6450555,14115,2000,9
MELBOURNE,NEWCASTLE,36770,4897,216,64.2,836,4093892,6373664,7624,2000,9
MELBOURNE,PERTH,36770,87770,625,86.1,2706,237505620,275892936,101956,2000,9
MELBOURNE,SYDNEY,36770,569803,3946,78.8,706,402280918,510446472,723012,2000,9
PERTH,PORT HEDLAND,36770,7968,132,79.71188475,1312,10454016,13114752,9996,2000,9
PERTH,SYDNEY,36770,94514,708,77.3,3284,310383976,401475568,122252,2000,9
SUNSHINE COAST,MELBOURNE,36770,3541,36,75.2,1454,5148614,6842524,4706,2000,9
SUNSHINE COAST,SYDNEY,36770,9640,102,76.1,837,8068680,10597257,12661,2000,9
SYDNEY,TOWNSVILLE,36770,5,1,4.1,1690,8450,207870,123,2000,9
SYDNEY,WAGGA WAGGA,36770,8728,411,60.8,367,3203176,5267551,14353,2000,9
ADELAIDE,ALICE SPRINGS,36800,13636,124,86.3,1316,17944976,20798064,15804,2000,10
ADELAIDE,BRISBANE,36800,19756,170,90.7,1622,32044232,35346624,21792,2000,10
ADELAIDE,CANBERRA,36800,9755,168,69.9,972,9481860,13571064,13962,2000,10
ADELAIDE,DARWIN,36800,12735,140,78.2,2619,33352965,42624225,16275,2000,10
ADELAIDE,MELBOURNE,36800,123531,1242,78.2,643,79430433,101621006,158042,2000,10
ADELAIDE,PERTH,36800,36708,365,79,2120,77820960,98565160,46493,2000,10
ADELAIDE,PORT LINCOLN,36800,8175,502,65.8,246,2011050,3058272,12432,2000,10
ADELAIDE,SYDNEY,36800,104371,1096,73.5,1167,121800957,165681324,141972,2000,10
ALBURY,SYDNEY,36800,10926,580,53.1,452,4938552,9292216,20558,2000,10
ALICE SPRINGS,DARWIN,36800,15529,185,79.9,1305,20265345,25349625,19425,2000,10
ALICE SPRINGS,SYDNEY,36800,13822,126,84.4,2022,27948084,33128448,16384,2000,10
BALLINA,SYDNEY,36800,7947,506,44,612,4863564,11044152,18046,2000,10
BRISBANE,CAIRNS,36800,86587,738,81.6,1391,120442517,147555889,106079,2000,10
BRISBANE,CANBERRA,36800,23597,453,81,956,22558732,27854972,29137,2000,10
BRISBANE,DARWIN,36800,14918,125,73.5,2852,42546136,57852820,20285,2000,10
BRISBANE,HAMILTON ISLAND,36800,12404,179,72.5,888,11014752,15201672,17119,2000,10
BRISBANE,MACKAY,36800,17639,350,65.3,797,14058283,21522985,27005,2000,10
BRISBANE,MELBOURNE,36800,196747,1747,85.8,1381,271707607,316645347,229287,2000,10
BRISBANE,NEWCASTLE,36800,5766,342,58,614,3540324,6100704,9936,2000,10
BRISBANE,PERTH,36800,6912,60,80.3,3615,24986880,31107075,8605,2000,10
BRISBANE,PROSERPINE,36800,7158,123,71.7,895,6406410,8939260,9988,2000,10
BRISBANE,ROCKHAMPTON,36800,21718,428,67.7,518,11249924,16613814,32073,2000,10
BRISBANE,SYDNEY,36800,379718,3090,74.8,753,285927654,382462254,507918,2000,10
BRISBANE,TOWNSVILLE,36800,45951,469,76.2,1112,51097512,67063608,60309,2000,10
BROOME,PERTH,36800,13217,227,81.5,1677,22164909,27187524,16212,2000,10
CAIRNS,MELBOURNE,36800,5235,41,84.6,2311,12098085,14298157,6187,2000,10
CAIRNS,SYDNEY,36800,69768,417,81.2,1971,137512728,169297074,85894,2000,10
CAIRNS,TOWNSVILLE,36800,12084,599,57.55930266,284,3431856,5962296,20994,2000,10
CANBERRA,MELBOURNE,36800,71351,901,77.9,470,33534970,43073620,91646,2000,10
CANBERRA,SYDNEY,36800,81430,2595,67.2,236,19217480,28601312,121192,2000,10
COFFS HARBOUR,SYDNEY,36800,13901,611,63.3,443,6158143,9723407,21949,2000,10
DARWIN,MELBOURNE,36800,102,1,45.1,3131,319362,707606,226,2000,10
DARWIN,SYDNEY,36800,12380,139,72.3,3155,39058900,54048305,17131,2000,10
DEVONPORT,MELBOURNE,36800,9545,428,62.8,412,3932540,6263636,15203,2000,10
DUBBO,SYDNEY,36800,10799,525,58.3,310,3347690,5738410,18511,2000,10
GOLD COAST,SYDNEY,36800,101427,852,78.4,680,68970360,87921280,129296,2000,10
HOBART,MELBOURNE,36800,67777,1013,83.7,618,41886186,50058000,81000,2000,10
HOBART,SYDNEY,36800,11947,188,68.7,1039,12412933,18067171,17389,2000,10
KALGOORLIE,PERTH,36800,17397,346,65.1,538,9359586,14369980,26710,2000,10
KARRATHA,PERTH,36800,14721,278,65.4,1250,18401250,28126250,22501,2000,10
LAUNCESTON,MELBOURNE,36800,34860,810,71.5,476,16593360,23222136,48786,2000,10
LAUNCESTON,SYDNEY,36800,5141,95,71.2,914,4698874,6599994,7221,2000,10
MELBOURNE,BURNIE,36800,7328,349,59.5,378,2769984,4658850,12325,2000,10
MELBOURNE,GOLD COAST,36800,45557,332,78,1330,60590810,77642740,58378,2000,10
MELBOURNE,MILDURA,36800,9850,416,67.3,457,4501450,6690480,14640,2000,10
MELBOURNE,NEWCASTLE,36800,5184,236,62.6,836,4333824,6923752,8282,2000,10
MELBOURNE,PERTH,36800,87322,634,83.8,2706,236293332,281865078,104163,2000,10
MELBOURNE,SYDNEY,36800,534892,4005,73.3,706,377633752,514911922,729337,2000,10
PERTH,PORT HEDLAND,36800,7193,135,72.08859491,1312,9437216,13091136,9978,2000,10
PERTH,SYDNEY,36800,96228,692,81,3284,316012752,390247572,118833,2000,10
SUNSHINE COAST,MELBOURNE,36800,2811,33,67.6,1454,4087194,6047186,4159,2000,10
SUNSHINE COAST,SYDNEY,36800,9996,102,78.4,837,8366652,10674261,12753,2000,10
SYDNEY,WAGGA WAGGA,36800,10053,428,67.1,367,3689451,5494357,14971,2000,10
ADELAIDE,ALICE SPRINGS,36831,12743,120,85.3,1316,16769788,19661040,14940,2000,11
ADELAIDE,BRISBANE,36831,17482,172,80.2,1622,28355804,35377442,21811,2000,11
ADELAIDE,CANBERRA,36831,8584,188,71.1,972,8343648,11733012,12071,2000,11
ADELAIDE,DARWIN,36831,10704,137,66.9,2619,28033776,41875191,15989,2000,11
ADELAIDE,MELBOURNE,36831,111853,1223,72.7,643,71921479,98896615,153805,2000,11
ADELAIDE,PERTH,36831,31107,353,69.8,2120,65946840,94452360,44553,2000,11
ADELAIDE,PORT LINCOLN,36831,8182,510,70.3,246,2012772,2861472,11632,2000,11
ADELAIDE,SYDNEY,36831,94956,1064,68.9,1167,110813652,160863948,137844,2000,11
ALBURY,SYDNEY,36831,10880,580,53.3,452,4917760,9229388,20419,2000,11
ALICE SPRINGS,DARWIN,36831,14010,180,74.8,1305,18283050,24442650,18730,2000,11
ALICE SPRINGS,SYDNEY,36831,13673,121,90.6,2022,27646806,30503892,15086,2000,11
BALLINA,SYDNEY,36831,7812,354,62.1,612,4780944,7698348,12579,2000,11
BRISBANE,CAIRNS,36831,85551,693,81.5,1391,119001441,145960412,104932,2000,11
BRISBANE,CANBERRA,36831,23338,493,76.8,956,22311128,29036588,30373,2000,11
BRISBANE,DARWIN,36831,11992,120,64,2852,34201184,53415108,18729,2000,11
BRISBANE,HAMILTON ISLAND,36831,11455,146,82.5,888,10172040,12328992,13884,2000,11
BRISBANE,MACKAY,36831,17032,366,59.5,797,13574504,22810937,28621,2000,11
BRISBANE,MELBOURNE,36831,174826,1647,80.7,1381,241434706,299073503,216563,2000,11
BRISBANE,NEWCASTLE,36831,5363,344,53.6,614,3292882,6144912,10008,2000,11
BRISBANE,PERTH,36831,5786,63,66.2,3615,20916390,31598715,8741,2000,11
BRISBANE,PROSERPINE,36831,6688,121,69.6,895,5985760,8601845,9611,2000,11
BRISBANE,ROCKHAMPTON,36831,17607,459,66,518,9120426,13814542,26669,2000,11
BRISBANE,SYDNEY,36831,360456,2977,73.4,753,271423368,369976761,491337,2000,11
BRISBANE,TOWNSVILLE,36831,39066,444,68.9,1112,43441392,63045952,56696,2000,11
BROOME,PERTH,36831,10925,211,72.6,1677,18321225,25250589,15057,2000,11
CAIRNS,MELBOURNE,36831,3339,32,84.7,2311,7716429,9112273,3943,2000,11
CAIRNS,SYDNEY,36831,64288,354,86.4,1971,126711648,146701530,74430,2000,11
CAIRNS,TOWNSVILLE,36831,10968,595,51.7334088,284,3114912,6021084,21201,2000,11
CANBERRA,MELBOURNE,36831,70576,882,78.5,470,33170720,42279320,89956,2000,11
CANBERRA,SYDNEY,36831,82662,2533,70.9,236,19508232,27499900,116525,2000,11
COFFS HARBOUR,SYDNEY,36831,14331,567,70.8,443,6348633,8972522,20254,2000,11
DARWIN,SYDNEY,36831,8867,95,72,3155,27975385,38853825,12315,2000,11
DEVONPORT,MELBOURNE,36831,10986,414,74.9,412,4526232,6042392,14666,2000,11
DUBBO,SYDNEY,36831,10831,514,60.8,310,3357610,5526680,17828,2000,11
GOLD COAST,SYDNEY,36831,94769,789,82.6,680,64442920,78019800,114735,2000,11
HOBART,MELBOURNE,36831,63927,950,83.9,618,39506886,47086656,76192,2000,11
HOBART,SYDNEY,36831,10833,169,71.2,1039,11255487,15800073,15207,2000,11
KALGOORLIE,PERTH,36831,15857,344,60.8,538,8531066,14022432,26064,2000,11
KARRATHA,PERTH,36831,12258,270,55.4,1250,15322500,27667500,22134,2000,11
LAUNCESTON,MELBOURNE,36831,36542,786,76.6,476,17393992,22695204,47679,2000,11
LAUNCESTON,SYDNEY,36831,5297,82,85,914,4841458,5696962,6233,2000,11
MELBOURNE,BURNIE,36831,6994,339,58.4,378,2643732,4525416,11972,2000,11
MELBOURNE,GOLD COAST,36831,39328,292,72.9,1330,52306240,71788080,53976,2000,11
MELBOURNE,MILDURA,36831,9984,396,71.5,457,4562688,6382462,13966,2000,11
MELBOURNE,NEWCASTLE,36831,5099,224,63.5,836,4262764,6711408,8028,2000,11
MELBOURNE,PERTH,36831,82704,613,80.3,2706,223797024,278574582,102947,2000,11
MELBOURNE,SYDNEY,36831,547708,3941,76.6,706,386681848,504740580,714930,2000,11
PERTH,PORT HEDLAND,36831,6128,120,69.30558697,1312,8039936,11600704,8842,2000,11
PERTH,SYDNEY,36831,87517,651,80.4,3284,287405828,357440412,108843,2000,11
SUNSHINE COAST,MELBOURNE,36831,2581,27,74.3,1454,3752774,5048288,3472,2000,11
SUNSHINE COAST,SYDNEY,36831,10622,92,88.2,837,8890614,10078317,12041,2000,11
SYDNEY,TOWNSVILLE,36831,241,2,85.8,1690,407290,474890,281,2000,11
SYDNEY,WAGGA WAGGA,36831,9751,419,66.8,367,3578617,5360769,14607,2000,11
ADELAIDE,ALICE SPRINGS,36861,11492,124,75.2,1316,15123472,20113744,15284,2000,12
ADELAIDE,BRISBANE,36861,30085,253,85.6,1622,48797870,56985726,35133,2000,12
ADELAIDE,CANBERRA,36861,6634,135,75.9,972,6448248,8491392,8736,2000,12
ADELAIDE,DARWIN,36861,12196,140,73.6,2619,31941324,43425639,16581,2000,12
ADELAIDE,MELBOURNE,36861,114549,1198,75.9,643,73655007,97070495,150965,2000,12
ADELAIDE,PERTH,36861,35599,357,77.9,2120,75469880,96828880,45674,2000,12
ADELAIDE,PORT LINCOLN,36861,9063,495,78.9,246,2229498,2824080,11480,2000,12
ADELAIDE,SYDNEY,36861,101847,1050,74.3,1167,118855449,159999201,137103,2000,12
ALBURY,SYDNEY,36861,10337,564,52.1,452,4672324,8962256,19828,2000,12
ALICE SPRINGS,DARWIN,36861,10892,167,62.5,1305,14214060,22740930,17426,2000,12
ALICE SPRINGS,SYDNEY,36861,12034,125,78,2022,24332748,31199460,15430,2000,12
BALLINA,SYDNEY,36861,8689,363,66.6,612,5317668,7990272,13056,2000,12
BRISBANE,CAIRNS,36861,83307,727,75,1391,115880037,154534536,111096,2000,12
BRISBANE,CANBERRA,36861,22627,448,80.8,956,21631412,26764176,27996,2000,12
BRISBANE,DARWIN,36861,13424,124,66.8,2852,38285248,57290976,20088,2000,12
BRISBANE,HAMILTON ISLAND,36861,11099,155,75.7,888,9855912,13018968,14661,2000,12
BRISBANE,MACKAY,36861,18413,367,64.3,797,14675161,22822892,28636,2000,12
BRISBANE,MELBOURNE,36861,183767,1751,78.2,1381,253782227,324330612,234852,2000,12
BRISBANE,NEWCASTLE,36861,4930,331,50.7,614,3027020,5969922,9723,2000,12
BRISBANE,PERTH,36861,7594,67,81.1,3615,27452310,33829170,9358,2000,12
